2010/05/25 18:07, P03, Task01,,
04:14:21 PM, System, Calling patrick on 0768354159,,
04:14:31 PM, Driver, call janet,,
04:14:31 PM, System, Do you want to call janet. Say 'Yes' or 'No',,
04:14:37 PM, Driver, yep,,
04:14:37 PM, System, Calling janet on 0827743624,,
04:14:46 PM, Driver, phone felix,,
04:14:46 PM, System, Do you want to call felix. Say 'Yes' or 'No',,
04:14:52 PM, Driver, positive,,
04:14:52 PM, System, Calling felix on 0789954545,,
04:17:24 PM, Driver, sms patrick,,
04:17:24 PM, System, Do you want to  send a text message to patrick. Say 'Yes' or 'No',,
04:17:32 PM, Driver, yep,,
04:17:32 PM, System, Choose between the following options,,
04:17:32 PM, System, 1- I am running late,,
04:17:32 PM, System, 2- Appointment postponed,,
04:17:32 PM, System, 3- I will call you later,,
04:17:48 PM, Driver, <Button> Call,,
04:17:48 PM, Driver, phone,,
04:18:20 PM, Driver, <Button> Call,,
04:18:20 PM, Driver, phone,,
04:25:26 PM, Driver, sms patrick,,
04:25:33 PM, System, Do you want to  send a text message to patrick. Say 'Yes' or 'No',,
04:25:41 PM, Driver, yep,,
04:25:46 PM, System, Choose between the following options,,
04:25:46 PM, System, 1- I am running late,,
04:25:46 PM, System, 2- Appointment postponed,,
04:25:46 PM, System, 3- I will call you later,,
04:25:57 PM, Driver, <Button> Call,,
04:25:57 PM, Driver, call,,
04:26:03 PM, Driver, time,,
04:26:52 PM, Driver, cancel,,
04:26:52 PM, System, Cancelling...,,
04:26:58 PM, Driver, sms patrick,,
04:26:58 PM, System, Do you want to  send a text message to patrick. Say 'Yes' or 'No',,
04:27:05 PM, Driver, yes,,
04:27:05 PM, System, Choose between the following options,,
04:27:05 PM, System, 1- I am running late,,
04:27:05 PM, System, 2- Appointment postponed,,
04:27:05 PM, System, 3- I will call you later,,
04:29:09 PM, Driver, sms janet,,
04:29:09 PM, System, Do you want to  send a text message to janet. Say 'Yes' or 'No',,
04:29:18 PM, Driver, yep,,
04:29:18 PM, System, Choose between the following options,,
04:29:18 PM, System, 1- I am running late,,
04:29:18 PM, System, 2- Appointment postponed,,
04:29:18 PM, System, 3- I will call you later,,
05:10:10 PM, Driver, call back,,
05:10:24 PM, Driver, phone,,
05:10:24 PM, System, Sorry, your number  is  too short . Cancelling the command...,
05:10:40 PM, Driver, call patrick,,
05:10:40 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
05:10:51 PM, Driver, cancel,,
05:10:51 PM, System, Cancelling...,,
05:11:07 PM, Driver, exit exit,,
05:16:11 PM, Driver, call janet,,
05:16:11 PM, System, Do you want to call janet. Say 'Yes' or 'No',,
05:16:24 PM, Driver, exit,,
05:18:55 PM, Driver, call janet,,
05:18:55 PM, System, Do you want to call janet. Say 'Yes' or 'No',,
05:19:18 PM, Driver, exit,,
05:21:18 PM, Driver, exit,,
05:21:40 PM, Driver, stop,,
05:22:54 PM, Driver, hold it,,
05:23:18 PM, Driver, call janet,,
05:23:18 PM, System, Do you want to call janet. Say 'Yes' or 'No',,
05:23:33 PM, Driver, restart,,
05:23:33 PM, System, Cancelling...,,
05:24:11 PM, Driver, sms janet,,
05:24:11 PM, System, Do you want to  send a text message to janet. Say 'Yes' or 'No',,
05:24:27 PM, Driver, yes,,
05:24:28 PM, System, Choose between the following options,,
05:24:28 PM, System, 1- I am running late,,
05:24:28 PM, System, 2- Appointment postponed,,
05:24:28 PM, System, 3- I will call you later,,
05:26:49 PM, Driver, cancel,,
05:26:49 PM, System, Cancelling...,,
05:26:59 PM, Driver, sms,,
05:27:09 PM, Driver, sms patrick,,
05:27:09 PM, System, Do you want to  send a text message to patrick. Say 'Yes' or 'No',,
05:27:17 PM, Driver, yeah,,
05:27:17 PM, System, Choose between the following options,,
05:27:17 PM, System, 1- I am running late,,
05:27:17 PM, System, 2- Appointment postponed,,
05:27:17 PM, System, 3- I will call you later,,
05:27:47 PM, Driver, <Button> Call,,
05:27:47 PM, Driver, phone,,
05:31:19 PM, Driver, sms janet,,
05:31:19 PM, System, Do you want to  send a text message to janet. Say 'Yes' or 'No',,
05:31:29 PM, Driver, yeah,,
05:31:29 PM, System, Choose between the following options,,
05:31:29 PM, System, 1- I am running late,,
05:31:29 PM, System, 2- Appointment postponed,,
05:31:29 PM, System, 3- I will call you later,,
05:31:43 PM, Driver, one,,
05:31:43 PM, System, Sending the text message 1- I am running late,,
05:33:55 PM, Driver, call patrick,,
05:33:59 PM, Driver, call patrick,,
05:33:59 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
05:35:24 PM, Driver, call repeat,,
05:35:37 PM, Driver, call contact,,
05:35:49 PM, Driver, restart,,
05:35:49 PM, System, Cancelling...,,
05:35:54 PM, Driver, call patrick,,
05:35:54 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
05:36:47 PM, Driver, call felix,,
05:36:47 PM, System, Do you want to call felix. Say 'Yes' or 'No',,
05:37:00 PM, Driver, exit,,
05:37:00 PM, System, Cancelling...,,
05:37:04 PM, Driver, sms janet,,
05:37:04 PM, System, Do you want to  send a text message to janet. Say 'Yes' or 'No',,
05:37:10 PM, Driver, yup,,
05:37:10 PM, System, Choose between the following options,,
05:37:10 PM, System, 1- I am running late,,
05:37:10 PM, System, 2- Appointment postponed,,
05:37:10 PM, System, 3- I will call you later,,
05:37:21 PM, Driver, one,,
05:37:21 PM, System, Sending the text message 1- I am running late,,
05:40:24 PM, Driver, sms,,
05:40:32 PM, Driver, sms felix,,
05:40:32 PM, System, Do you want to  send a text message to felix. Say 'Yes' or 'No',,
05:40:38 PM, Driver, cancel,,
05:40:38 PM, System, Cancelling...,,
05:40:42 PM, Driver, text,,
05:40:46 PM, Driver, exit,,
05:40:46 PM, System, Cancelling...,,
05:40:48 PM, Driver, restart,,
05:40:48 PM, System, Cancelling...,,
05:40:50 PM, Driver, exit,,
05:40:50 PM, System, Cancelling...,,
05:40:58 PM, Driver, call patrick,,
05:40:58 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
05:41:04 PM, Driver, hold on,,
05:41:04 PM, System, Cancelling...,,
05:41:22 PM, Driver, what time is it?,,
05:41:23 PM, System, the time is 5  41,,
05:41:26 PM, Driver, time,,
05:41:26 PM, System, the time is 5  41,,
05:41:35 PM, Driver, what time is it?,,
05:41:36 PM, System, the time is 5  41,,
05:41:41 PM, Driver, call back,,
05:41:53 PM, Driver, call back,,
05:42:00 PM, Driver, restart,,
05:42:00 PM, System, Cancelling...,,
05:42:04 PM, Driver, what time is it?,,
05:42:04 PM, System, the time is 5  42,,
05:42:12 PM, Driver, call janet,,
05:42:12 PM, System, Do you want to call janet. Say 'Yes' or 'No',,
05:42:28 PM, Driver, yes,,
05:42:28 PM, System, Calling janet on 0827743624,,
05:42:53 PM, Driver, call janet,,
05:42:53 PM, System, Do you want to call janet. Say 'Yes' or 'No',,
05:43:02 PM, Driver, indeed,,
05:43:02 PM, System, Calling janet on 0827743624,,
06:23:23 PM, Driver, phone time,,
06:23:31 PM, Driver, call,,
06:23:31 PM, System, Sorry, your number  is  too short . Cancelling the command...,
06:24:26 PM, Driver, <Button> Call,,
06:24:26 PM, Driver, phone,,
06:24:57 PM, Driver, call sanele time,,
06:25:01 PM, Driver, phone,,
06:25:01 PM, System, Sorry, your number  is  too short . Cancelling the command...,
06:25:21 PM, Driver, <Button> Call,,
06:25:21 PM, Driver, call,,
06:25:29 PM, Driver, call,,
06:25:29 PM, System, Sorry, your number  is  too short . Cancelling the command...,
06:25:34 PM, Driver, <Button> Call,,
06:25:34 PM, Driver, phone,,
06:25:46 PM, Driver, phone,,
06:25:46 PM, System, Sorry, your number  is  too short . Cancelling the command...,
06:25:56 PM, Driver, exit,,
06:25:56 PM, System, Cancelling...,,
06:26:11 PM, Driver, call simone,,
06:26:11 PM, System, Do you want to call simone. Say 'Yes' or 'No',,
06:26:42 PM, Driver, hold it,,
06:26:42 PM, System, Cancelling...,,
06:26:54 PM, Driver, text,,
06:27:13 PM, Driver, time,,
06:27:18 PM, Driver, phone meredith time,,
06:27:18 PM, System, Do you want to  send a text message to meredith. Say 'Yes' or 'No',,
06:27:22 PM, Driver, hold it,,
06:27:22 PM, System, Cancelling...,,
06:27:35 PM, Driver, sms,,
06:28:06 PM, Driver, phone simone,,
06:28:06 PM, System, Do you want to  send a text message to simone. Say 'Yes' or 'No',,
06:31:04 PM, Driver, hold on,,
06:31:04 PM, System, Cancelling...,,
06:31:11 PM, Driver, call patrick,,
06:31:11 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
06:31:16 PM, Driver, restart,,
06:31:16 PM, System, Cancelling...,,
06:31:27 PM, Driver, restart,,
06:31:27 PM, System, Cancelling...,,
06:31:34 PM, Driver, call patrick,,
06:31:34 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
06:31:41 PM, Driver, yes,,
06:31:41 PM, System, Calling patrick on 0768354159,,
10:15:01 PM, Driver, <Button> Call,,
10:15:01 PM, Driver, call,,
10:15:11 PM, Driver, call number,,
10:15:16 PM, Driver, call number,,
10:15:18 PM, Driver, call jean,,
10:15:19 PM, System, Do you want to call jean. Say 'Yes' or 'No',,
10:15:37 PM, Driver, cancel,,
10:15:37 PM, System, Cancelling...,,
10:15:46 PM, Driver, call number,,
10:16:10 PM, Driver, call,,
10:17:31 PM, System, Sorry, your number  is  too short . Cancelling the command...,
10:17:39 PM, Driver, call number,,
10:18:57 PM, Driver, <Button> Call,,
10:02:01 AM, Driver, call back,,
10:02:04 AM, Driver, call patrick,,
10:02:04 AM, System, Do you want to call patrick. Say 'Yes' or 'No',,
10:02:07 AM, Driver, hold on,,
10:02:07 AM, System, Cancelling...,,
10:02:11 AM, Driver, call patrick,,
10:02:11 AM, System, Do you want to call patrick. Say 'Yes' or 'No',,
10:02:18 AM, Driver, yes,,
10:02:18 AM, System, Calling patrick on 0768354159,,
10:02:26 AM, Driver, sms patrick,,
10:02:26 AM, System, Do you want to  send a text message to patrick. Say 'Yes' or 'No',,
10:02:32 AM, Driver, ya,,
10:02:32 AM, System, Choose between the following options,,
10:02:32 AM, System, 1- I am running late,,
10:02:32 AM, System, 2- Appointment postponed,,
10:02:32 AM, System, 3- I will call you later,,
10:02:50 AM, Driver, two,,
10:02:50 AM, System, Sending the text message 2- Appointment postponed,,
07:38:12 PM, Driver, sms janet,,
07:38:12 PM, System, Do you want to  send a text message to janet. Say 'Yes' or 'No',,
07:38:27 PM, Driver, yes,,
07:38:27 PM, System, Choose between the following options,,
07:38:27 PM, System, 1- I am running late,,
07:38:27 PM, System, 2- Appointment postponed,,
07:38:27 PM, System, 3- I will call you later,,
07:40:58 PM, Driver, sms,,
07:41:10 PM, Driver, sms patrick,,
07:41:10 PM, System, Do you want to  send a text message to patrick. Say 'Yes' or 'No',,
07:41:18 PM, Driver, yeah,,
07:41:18 PM, System, Choose between the following options,,
07:41:18 PM, System, 1- I am running late,,
07:41:18 PM, System, 2- Appointment postponed,,
07:41:18 PM, System, 3- I will call you later,,
07:48:19 PM, Driver, sms felix,,
07:48:19 PM, System, Do you want to  send a text message to felix. Say 'Yes' or 'No',,
07:48:34 PM, Driver, exit,,
07:48:34 PM, System, Cancelling...,,
07:48:39 PM, Driver, sms felix,,
07:48:39 PM, System, Do you want to  send a text message to felix. Say 'Yes' or 'No',,
07:48:47 PM, Driver, yes,,
07:48:47 PM, System, Choose between the following options,,
07:48:47 PM, System, 1- I am running late,,
07:48:47 PM, System, 2- Appointment postponed,,
07:48:47 PM, System, 3- I will call you later,,
07:49:02 PM, Driver, two,,
07:49:02 PM, System, Sending the text message 2- Appointment postponed,,
08:39:29 PM, Driver, <Button> Call,,
08:39:30 PM, Driver, call,,
08:39:38 PM, Driver, call patrick,,
08:39:38 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
08:39:55 PM, Driver, yes,,
08:39:55 PM, System, Calling patrick on 0768354159,,
08:40:06 PM, Driver, <Button> Call,,
08:40:06 PM, Driver, call,,
08:40:09 PM, Driver, patrick,,
08:40:09 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
08:40:21 PM, Driver, cancel,,
08:40:21 PM, System, Cancelling...,,
08:40:24 PM, Driver, <Button> Call,,
08:40:27 PM, Driver, patrick,,
08:40:27 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
08:46:00 PM, Driver, <Button> Call,,
08:46:00 PM, Driver, call,,
08:46:03 PM, Driver, patrick,,
08:46:03 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
08:47:08 PM, Driver, no,,
08:47:08 PM, System, Cancelling the call request.,,
08:51:33 PM, Driver, call patrick,,
08:51:33 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
08:51:35 PM, Driver, no,,
08:51:35 PM, System, Cancelling the call request.,,
08:51:42 PM, Driver, call felix,,
08:51:42 PM, System, Do you want to call felix. Say 'Yes' or 'No',,
08:51:49 PM, Driver, no,,
08:51:49 PM, System, Cancelling the call request.,,
08:51:55 PM, Driver, call reset repeat,,
08:51:55 PM, System, Cancelling...,,
08:51:58 PM, Driver, call sanele,,
08:52:01 PM, Driver, sanele,,
08:52:04 PM, Driver, sanele,,
08:52:08 PM, Driver, sanele,,
08:52:11 PM, Driver, call sanele,,
08:52:17 PM, Driver, phone felix,,
08:52:17 PM, System, Do you want to call felix. Say 'Yes' or 'No',,
08:52:26 PM, Driver, no,,
08:52:26 PM, System, Cancelling the call request.,,
08:52:34 PM, Driver, call sanele,,
08:52:37 PM, Driver, sanele,,
09:52:26 PM, Driver, <Button> Call,,
09:52:26 PM, Driver, call,,
09:52:40 PM, Driver, call,,
09:52:40 PM, System, Sorry, your number  is  too short . Cancelling the command...,
09:52:55 PM, Driver, <Button> Call,,
09:52:55 PM, Driver, call,,
09:53:12 PM, Driver, call patrick,,
09:53:12 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
09:53:48 PM, Driver, no,,
09:54:16 PM, System, Cancelling the call request.,,
09:54:22 PM, Driver, <Button> Call,,
09:54:22 PM, Driver, call,,
09:54:50 PM, Driver, call,,
09:57:32 PM, System, Sorry, your number  is  too short . Cancelling the command...,
09:57:44 PM, Driver, <Button> Call,,
09:57:44 PM, Driver, call,,
09:57:59 PM, Driver, call back,,
09:58:16 PM, Driver, phone patrick,,
09:58:29 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
09:59:52 PM, Driver, <Button> Call,,
09:59:52 PM, Driver, call,,
10:00:11 PM, Driver, patrick,,
10:00:45 PM, Driver, patrick,,
10:00:54 PM, Driver, patrick,,
10:01:59 PM, Driver, patrick,,
10:03:09 PM, Driver, patrick,,
10:03:14 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
10:03:22 PM, Driver, yes,,
10:03:31 PM, System, Calling patrick on 0768354159,,
10:03:39 PM, Driver, call sanele,,
10:03:42 PM, Driver, call sanele,,
10:17:01 PM, Driver, <Button> Call,,
10:17:01 PM, Driver, call,,
10:17:06 PM, Driver, patrick,,
10:17:06 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
10:17:18 PM, Driver, no,,
10:17:18 PM, System, Cancelling the call request.,,
10:17:25 PM, Driver, call janet,,
10:17:28 PM, Driver, call janet,,
10:17:33 PM, Driver, call patrick,,
10:17:55 PM, Driver, call back,,
10:18:00 PM, Driver, call patrick,,
10:18:00 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
10:18:05 PM, Driver, no,,
10:18:05 PM, System, Cancelling the call request.,,
10:18:16 PM, Driver, call janet,,
10:19:09 PM, Driver, call patrick,,
10:19:13 PM, Driver, call patrick,,
10:19:15 PM, Driver, call janet,,
10:24:30 PM, Driver, call back,,
10:25:00 PM, Driver, call,,
10:25:03 PM, System, Sorry, your number  is  too short . Cancelling the command...,
10:25:23 PM, Driver, call patrick,,
10:27:00 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
10:27:11 PM, Driver, no,,
10:27:11 PM, System, Cancelling the call request.,,
10:27:15 PM, Driver, call janet,,
10:27:15 PM, System, Do you want to call janet. Say 'Yes' or 'No',,
10:27:22 PM, Driver, yes,,
10:27:22 PM, System, Calling janet on 0827743624,,
10:27:29 PM, Driver, call janet,,
10:27:29 PM, System, Do you want to call janet. Say 'Yes' or 'No',,
10:27:34 PM, Driver, no,,
10:27:34 PM, System, Cancelling the call request.,,
10:27:38 PM, Driver, call sanele,,
10:27:38 PM, System, Do you want to call sanele. Say 'Yes' or 'No',,
10:27:43 PM, Driver, yes,,
10:27:44 PM, System, Calling sanele on 0796786222,,
10:28:00 PM, Driver, janet,,
10:28:06 PM, Driver, <Button> Call,,
10:28:06 PM, Driver, call,,
10:28:09 PM, Driver, redial,,
10:51:20 PM, Driver, janet,,
10:51:25 PM, Driver, edith,,
10:51:36 PM, Driver, call janet,,
10:51:36 PM, System, Do you want to call janet. Say 'Yes' or 'No',,
10:51:43 PM, Driver, negative,,
10:51:43 PM, System, Cancelling the call request.,,
10:52:56 PM, Driver, redial,,
10:56:17 PM, System, Do you want to redial Sanele ? Say 'Yes' or 'No' ,,
10:56:25 PM, Driver, yes,,
10:56:35 PM, System, Calling Sanele,,
10:56:42 PM, Driver, jean,,
10:56:49 PM, Driver, exit,,
10:56:49 PM, System, Cancelling...,,
10:56:58 PM, Driver, dieter,,
10:57:08 PM, Driver, callback,,
10:57:08 PM, System, Do you want to call back the last incoming contact John Doe ? Say 'Yes' or 'No' ,,
10:57:18 PM, Driver, yes,,
10:57:18 PM, System, Calling John Doe,,
10:57:22 PM, Driver, janet,,
10:58:22 PM, Driver, janet,,
10:59:54 PM, Driver, redial,,
11:00:11 PM, System, Do you want to redial John Doe ? Say 'Yes' or 'No' ,,
11:00:21 PM, Driver, no,,
11:00:21 PM, System, Cancelling the redial request.,,
11:02:19 PM, Driver, call dieter,,
11:02:44 PM, Driver, call dieter,,
11:02:46 PM, Driver, dieter,,
11:02:51 PM, Driver, felix,,
11:02:59 PM, Driver, cancel,,
11:02:59 PM, System, Cancelling...,,
11:03:04 PM, Driver, call jean,,
11:03:07 PM, Driver, call dieter,,
11:03:10 PM, Driver, call dieter,,
11:03:15 PM, Driver, call janet,,
11:03:18 PM, Driver, janet,,
11:03:21 PM, Driver, call,,
11:03:21 PM, System, Sorry, your number  is  too short . Cancelling the command...,
11:03:30 PM, Driver, call patrick,,
11:03:33 PM, Driver, call patrick,,
11:03:35 PM, Driver, call patrick,,
11:05:27 PM, Driver, phone janet,,
11:09:23 PM, System, Do you want to call janet. Say 'Yes' or 'No',,
11:09:33 PM, Driver, no,,
11:09:37 PM, System, Cancelling the call request.,,
11:09:59 PM, Driver, call patrick,,
11:10:24 PM, Driver, call patrick,,
